"id","flight_number","date","from_city","airport_out_code","to_city","airport_to_code","scheduled_time_of_departure","actual_time_of_departure","flight_time","landed_time","scheduled_time_of_arrival","aircraft_code","aircraft_model","date_of_load"
2063,"EK603","2025-01-09","Karachi ","KHI","Dubai ","DXB","22:40","23:06","1:53","23:59","00:05","A6-ECK","Boeing 777-31H(ER)","2025-01-10 00:00:00"
2064,"EK602","2025-01-09","Dubai ","DXB","Karachi ","KHI","18:10","18:34","1:32","21:05","21:05","A6-ECK","Boeing 777-31H(ER)","2025-01-10 00:00:00"
2065,"EK130","2025-01-09","Moscow ","DME","Dubai ","DXB","09:45","10:16","4:46","16:02","16:20","A6-ECK","Boeing 777-31H(ER)","2025-01-10 00:00:00"
2066,"EK129","2025-01-08","Dubai ","DXB","Moscow ","DME","03:30","04:04","4:50","07:54","08:00","A6-ECK","Boeing 777-31H(ER)","2025-01-10 00:00:00"
2067,"EK758","2025-01-08","Algiers ","ALG","Dubai ","DXB","15:40","16:27","5:44","01:11","01:10","A6-ECK","Boeing 777-31H(ER)","2025-01-10 00:00:00"
2068,"EK757","2025-01-08","Dubai ","DXB","Algiers ","ALG","08:10","09:06","6:43","12:49","12:40","A6-ECK","Boeing 777-31H(ER)","2025-01-10 00:00:00"
2069,"EK248","2025-01-07","Rio de Janeiro ","GIG","Dubai ","DXB","03:45","23:24","2:13","01:37","00:30","A6-ECK","Boeing 777-31H(ER)","2025-01-10 00:00:00"
2071,"EK247","2025-01-06","Rio de Janeiro ","GIG","Buenos Aires ","EZE","17:45","08:25","14:10","15:35","21:10","A6-ECK","Boeing 777-31H(ER)","2025-01-10 00:00:00"
2073,"EK363","2025-01-05","Guangzhou ","CAN","Dubai ","DXB","00:15","00:12","8:37","04:49","05:10","A6-ECK","Boeing 777-31H(ER)","2025-01-10 00:00:00"
2074,"EK362","2025-01-05","Dubai ","DXB","Guangzhou ","CAN","10:50","11:33","6:05","21:38","21:45","A6-ECK","Boeing 777-31H(ER)","2025-01-10 00:00:00"
2075,"EK176","2025-01-04","St. Petersburg ","LED","Dubai ","DXB","23:10","23:52","5:35","06:27","06:25","A6-ECK","Boeing 777-31H(ER)","2025-01-10 00:00:00"
2076,"EK175","2025-01-04","Dubai ","DXB","St. Petersburg ","LED","15:55","16:11","5:44","20:55","21:10","A6-ECK","Boeing 777-31H(ER)","2025-01-10 00:00:00"
2077,"EK505","2025-01-04","Mumbai ","BOM","Dubai ","DXB","10:25","10:57","2:43","12:10","12:10","A6-ECK","Boeing 777-31H(ER)","2025-01-10 00:00:00"
2021,"EK214","2025-01-06","Bogota ","BOG","Miami ","MIA","18:10","00:52","13:44","23:36","22:05","A6-EGC","Boeing 777-31H(ER)","2025-01-10 00:00:00"
2037,"EK214","2025-01-05","Miami ","MIA","Dubai ","DXB","00:35","18:22","2:59","21:20","23:45","A6-EGC","Boeing 777-31H(ER)","2025-01-10 00:00:00"
2023,"EK213","2025-01-05","Dubai ","DXB","Miami ","MIA","02:15","12:11","3:05","15:16","09:50","A6-EGC","Boeing 777-31H(ER)","2025-01-10 00:00:00"
2039,"EK213","2025-01-04","Miami ","MIA","Bogota ","BOG","11:50","02:54","15:45","09:39","15:40","A6-EGC","Boeing 777-31H(ER)","2025-01-10 00:00:00"
3256,"EK161","2025-01-07","Dubai ","DXB","Dublin ","DUB","07:05","08:00","7:23","11:23","11:20","A6-EPD","Boeing 777-31H(ER)","2025-01-10 00:00:00"
3257,"EK585","2025-01-06","Dhaka ","DAC","Dubai ","DXB","01:00","01:20","5:05","04:25","04:25","A6-EPD","Boeing 777-31H(ER)","2025-01-10 00:00:00"
2078,"EK504","2025-01-03","Dubai ","DXB","Mumbai ","BOM","03:55","04:31","2:22","08:22","08:25","A6-ECK","Boeing 777-31H(ER)","2025-01-10 00:00:00"
2079,"EK603","2025-01-03","Karachi ","KHI","Dubai ","DXB","22:40","23:04","2:00","00:04","00:05","A6-ECK","Boeing 777-31H(ER)","2025-01-10 00:00:00"
2080,"EK602","2025-01-03","Dubai ","DXB","Karachi ","KHI","18:10","18:36","1:27","21:03","21:05","A6-ECK","Boeing 777-31H(ER)","2025-01-10 00:00:00"
2081,"EK858","2025-01-09","Kuwait City ","KWI","Dubai ","DXB","17:45","18:12","1:15","20:27","20:30","A6-ECM","Boeing 777-36N(ER)","2025-01-10 00:00:00"
2082,"EK857","2025-01-09","Dubai ","DXB","Kuwait City ","KWI","14:45","15:09","1:26","15:35","15:45","A6-ECM","Boeing 777-36N(ER)","2025-01-10 00:00:00"
2083,"EK828","2025-01-09","Dammam ","DMM","Dubai ","DXB","09:45","10:00","1:01","12:01","12:05","A6-ECM","Boeing 777-36N(ER)","2025-01-10 00:00:00"
2084,"EK827","2025-01-09","Dubai ","DXB","Dammam ","DMM","07:45","08:25","1:01","08:26","08:15","A6-ECM","Boeing 777-36N(ER)","2025-01-10 00:00:00"
2085,"EK818","2025-01-08","Riyadh ","RUH","Dubai ","DXB","20:20","20:37","1:30","23:07","23:30","A6-ECM","Boeing 777-36N(ER)","2025-01-10 00:00:00"
2086,"EK817","2025-01-08","Dubai ","DXB","Riyadh ","RUH","17:45","18:03","1:30","18:34","18:50","A6-ECM","Boeing 777-36N(ER)","2025-01-10 00:00:00"
2087,"EK425","2025-01-07","Perth ","PER","Dubai ","DXB","06:00","06:12","10:22","12:33","13:10","A6-ECM","Boeing 777-36N(ER)","2025-01-10 00:00:00"
2088,"EK424","2025-01-07","Dubai ","DXB","Perth ","PER","09:15","10:20","9:59","00:19","00:10","A6-ECM","Boeing 777-36N(ER)","2025-01-10 00:00:00"
2089,"EK363","2025-01-06","Guangzhou ","CAN","Dubai ","DXB","00:15","00:16","8:34","04:50","05:10","A6-ECM","Boeing 777-36N(ER)","2025-01-10 00:00:00"
2090,"EK362","2025-01-06","Dubai ","DXB","Guangzhou ","CAN","10:50","11:24","6:03","21:27","21:45","A6-ECM","Boeing 777-36N(ER)","2025-01-10 00:00:00"
2091,"EK94","2025-01-05","Bologna ","BLQ","Dubai ","DXB","14:30","15:04","5:09","23:12","23:20","A6-ECM","Boeing 777-36N(ER)","2025-01-10 00:00:00"
2092,"EK93","2025-01-05","Dubai ","DXB","Bologna ","BLQ","08:55","09:49","6:12","13:02","12:40","A6-ECM","Boeing 777-36N(ER)","2025-01-10 00:00:00"
2093,"EK906","2025-01-04","Amman ","AMM","Dubai ","DXB","02:30","03:01","2:18","06:19","06:25","A6-ECM","Boeing 777-36N(ER)","2025-01-10 00:00:00"
2094,"EK905","2025-01-04","Dubai ","DXB","Amman ","AMM","22:15","22:56","3:02","00:58","00:40","A6-ECM","Boeing 777-36N(ER)","2025-01-10 00:00:00"
2095,"EK858","2025-01-04","Kuwait City ","KWI","Dubai ","DXB","17:45","18:41","1:12","20:53","20:30","A6-ECM","Boeing 777-36N(ER)","2025-01-10 00:00:00"
2096,"EK857","2025-01-04","Dubai ","DXB","Kuwait City ","KWI","14:45","15:18","1:21","15:39","15:45","A6-ECM","Boeing 777-36N(ER)","2025-01-10 00:00:00"
2097,"EK359","2025-01-03","Jakarta ","CGK","Dubai ","DXB","00:15","00:34","7:47","05:21","05:30","A6-ECM","Boeing 777-36N(ER)","2025-01-10 00:00:00"
2098,"EK358","2025-01-03","Dubai ","DXB","Jakarta ","CGK","10:55","11:39","7:38","22:16","22:10","A6-ECM","Boeing 777-36N(ER)","2025-01-10 00:00:00"
2099,"EK81","2025-01-10","Dubai ","DXB","Lyon ","LYS","08:35","09:38","6:50","13:28","12:50","A6-ECO","Boeing 777-36N(ER)","2025-01-10 00:00:00"
2100,"EK867","2025-01-10","Muscat ","MCT","Dubai ","DXB","04:55","04:56","0:41","05:36","06:10","A6-ECO","Boeing 777-36N(ER)","2025-01-10 00:00:00"
2101,"EK866","2025-01-09","Dubai ","DXB","Muscat ","MCT","02:30","02:48","0:46","03:34","03:45","A6-ECO","Boeing 777-36N(ER)","2025-01-10 00:00:00"
2102,"EK509","2025-01-09","Mumbai ","BOM","Dubai ","DXB","22:00","22:10","2:52","23:32","23:55","A6-ECO","Boeing 777-36N(ER)","2025-01-10 00:00:00"
2103,"EK508","2025-01-09","Dubai ","DXB","Mumbai ","BOM","15:40","16:24","2:24","20:17","20:25","A6-ECO","Boeing 777-36N(ER)","2025-01-10 00:00:00"
2104,"EK345","2025-01-09","Kuala Lumpur ","KUL","Dubai ","DXB","10:15","10:57","6:46","13:43","13:20","A6-ECO","Boeing 777-36N(ER)","2025-01-10 00:00:00"
2105,"EK344","2025-01-08","Dubai ","DXB","Kuala Lumpur ","KUL","21:35","22:21","6:26","08:46","08:30","A6-ECO","Boeing 777-36N(ER)","2025-01-10 00:00:00"
2106,"EK345","2025-01-08","Kuala Lumpur ","KUL","Dubai ","DXB","10:15","11:02","6:38","13:40","13:20","A6-ECO","Boeing 777-36N(ER)","2025-01-10 00:00:00"
2107,"EK344","2025-01-07","Dubai ","DXB","Kuala Lumpur ","KUL","21:35","22:29","6:23","08:52","08:30","A6-ECO","Boeing 777-36N(ER)","2025-01-10 00:00:00"
2108,"EK425","2025-01-06","Perth ","PER","Dubai ","DXB","06:00","06:06","10:37","12:43","13:10","A6-ECO","Boeing 777-36N(ER)","2025-01-10 00:00:00"
2109,"EK424","2025-01-06","Dubai ","DXB","Perth ","PER","09:15","10:12","9:52","00:04","00:10","A6-ECO","Boeing 777-36N(ER)","2025-01-10 00:00:00"
2110,"EK248","2025-01-05","Rio de Janeiro ","GIG","Dubai ","DXB","03:45","23:25","2:17","01:41","00:30","A6-ECO","Boeing 777-36N(ER)","2025-01-10 00:00:00"
2112,"EK247","2025-01-04","Rio de Janeiro ","GIG","Buenos Aires ","EZE","17:45","08:33","14:32","16:05","21:10","A6-ECO","Boeing 777-36N(ER)","2025-01-10 00:00:00"
2114,"EK822","2025-01-03","Dammam ","DMM","Dubai ","DXB","22:55","23:21","1:04","01:26","01:30","A6-ECO","Boeing 777-36N(ER)","2025-01-10 00:00:00"
2115,"EK821","2025-01-03","Dubai ","DXB","Dammam ","DMM","21:00","21:31","1:09","21:40","21:30","A6-ECO","Boeing 777-36N(ER)","2025-01-10 00:00:00"
2116,"EK566","2025-01-10","Dubai ","DXB","Bengaluru ","BLR","13:35","13:55","3:09","18:34","18:35","A6-ECQ","Boeing 777-31H(ER)","2025-01-10 00:00:00"
2117,"EK359","2025-01-09","Jakarta ","CGK","Dubai ","DXB","00:15","01:43","7:36","06:19","05:30","A6-ECQ","Boeing 777-31H(ER)","2025-01-10 00:00:00"
2118,"EK358","2025-01-09","Dubai ","DXB","Jakarta ","CGK","10:55","11:24","7:35","21:59","22:10","A6-ECQ","Boeing 777-31H(ER)","2025-01-10 00:00:00"
2119,"EK858","2025-01-08","Kuwait City ","KWI","Dubai ","DXB","17:45","18:04","1:15","20:19","20:30","A6-ECQ","Boeing 777-31H(ER)","2025-01-10 00:00:00"
2120,"EK857","2025-01-08","Dubai ","DXB","Kuwait City ","KWI","14:45","15:06","1:19","15:25","15:45","A6-ECQ","Boeing 777-31H(ER)","2025-01-10 00:00:00"
2121,"EK363","2025-01-07","Guangzhou ","CAN","Dubai ","DXB","00:15","00:33","8:40","05:13","05:10","A6-ECQ","Boeing 777-31H(ER)","2025-01-10 00:00:00"
2122,"EK362","2025-01-07","Dubai ","DXB","Guangzhou ","CAN","10:50","11:23","6:10","21:33","21:45","A6-ECQ","Boeing 777-31H(ER)","2025-01-10 00:00:00"
2123,"EK607","2025-01-06","Karachi ","KHI","Dubai ","DXB","03:00","03:11","1:48","03:59","04:15","A6-ECQ","Boeing 777-31H(ER)","2025-01-10 00:00:00"
2124,"EK606","2025-01-06","Dubai ","DXB","Karachi ","KHI","22:00","22:42","1:27","01:09","01:10","A6-ECQ","Boeing 777-31H(ER)","2025-01-10 00:00:00"
2125,"EK82","2025-01-05","Lyon ","LYS","Dubai ","DXB","14:40","15:37","5:47","00:24","23:59","A6-ECQ","Boeing 777-31H(ER)","2025-01-10 00:00:00"
2126,"EK81","2025-01-05","Dubai ","DXB","Lyon ","LYS","08:35","09:11","6:49","13:00","12:50","A6-ECQ","Boeing 777-31H(ER)","2025-01-10 00:00:00"
2127,"EK248","2025-01-04","Rio de Janeiro ","GIG","Dubai ","DXB","03:45","23:25","2:14","01:39","00:30","A6-ECQ","Boeing 777-31H(ER)","2025-01-10 00:00:00"
2129,"EK247","2025-01-03","Rio de Janeiro ","GIG","Buenos Aires ","EZE","17:45","08:33","14:16","15:49","21:10","A6-ECQ","Boeing 777-31H(ER)","2025-01-10 00:00:00"
2131,"EK836","2025-01-10","Bahrain ","BAH","Dubai ","DXB","03:50","03:58","0:54","05:52","06:05","A6-ECR","Boeing 777-31H(ER)","2025-01-10 00:00:00"
2132,"EK835","2025-01-09","Dubai ","DXB","Bahrain ","BAH","02:10","02:30","0:51","02:21","02:25","A6-ECR","Boeing 777-31H(ER)","2025-01-10 00:00:00"
2133,"EK94","2025-01-09","Bologna ","BLQ","Dubai ","DXB","14:30","14:50","5:30","23:19","23:20","A6-ECR","Boeing 777-31H(ER)","2025-01-10 00:00:00"
2134,"EK93","2025-01-09","Dubai ","DXB","Bologna ","BLQ","08:55","09:26","6:01","12:27","12:40","A6-ECR","Boeing 777-31H(ER)","2025-01-10 00:00:00"
2135,"EK836","2025-01-09","Bahrain ","BAH","Dubai ","DXB","03:50","03:49","0:51","05:40","06:05","A6-ECR","Boeing 777-31H(ER)","2025-01-10 00:00:00"
2136,"EK835","2025-01-08","Dubai ","DXB","Bahrain ","BAH","02:10","02:27","0:50","02:17","02:25","A6-ECR","Boeing 777-31H(ER)","2025-01-10 00:00:00"
2137,"EK726","2025-01-08","Dar-es-Salaam ","DAR","Dubai ","DXB","15:25","15:38","4:50","21:28","21:45","A6-ECR","Boeing 777-31H(ER)","2025-01-10 00:00:00"
3258,"EK584","2025-01-06","Dubai ","DXB","Dhaka ","DAC","16:45","17:09","3:46","22:55","23:00","A6-EPD","Boeing 777-31H(ER)","2025-01-10 00:00:00"
3259,"EK571","2025-01-06","Kolkata ","CCU","Dubai ","DXB","09:10","11:39","4:43","14:52","13:05","A6-EPD","Boeing 777-31H(ER)","2025-01-10 00:00:00"
3260,"EK570","2025-01-05","Dubai ","DXB","Kolkata ","CCU","02:00","02:18","5:15","09:04","07:40","A6-EPD","Boeing 777-31H(ER)","2025-01-10 00:00:00"
3261,"EK383","2025-01-05","Hong Kong ","HKG","Dubai ","DXB","18:00","18:31","8:25","22:56","23:05","A6-EPD","Boeing 777-31H(ER)","2025-01-10 00:00:00"
2138,"EK725","2025-01-08","Dubai ","DXB","Dar-es-Salaam ","DAR","09:10","09:52","4:54","13:46","13:40","A6-ECR","Boeing 777-31H(ER)","2025-01-10 00:00:00"
2139,"EK210","2025-01-07","Athens ","ATH","Dubai ","DXB","18:00","00:01","8:39","15:40","00:25","A6-ECR","Boeing 777-31H(ER)","2025-01-10 00:00:00"
2141,"EK209","2025-01-06","Athens ","ATH","New York ","EWR","17:10","11:49","4:33","14:23","21:10","A6-ECR","Boeing 777-31H(ER)","2025-01-10 00:00:00"
3262,"EK382","2025-01-04","Dubai ","DXB","Hong Kong ","HKG","03:30","03:58","6:21","14:20","14:45","A6-EPD","Boeing 777-31H(ER)","2025-01-10 00:00:00"
2143,"EK795","2025-01-05","Dakar ","DSS","Dubai ","DXB","18:35","09:02","9:50","14:52","07:50","A6-ECR","Boeing 777-31H(ER)","2025-01-10 00:00:00"
2146,"EK509","2025-01-04","Mumbai ","BOM","Dubai ","DXB","22:00","22:13","2:47","23:30","23:55","A6-ECR","Boeing 777-31H(ER)","2025-01-10 00:00:00"
2147,"EK508","2025-01-04","Dubai ","DXB","Mumbai ","BOM","15:40","15:58","2:23","19:51","20:25","A6-ECR","Boeing 777-31H(ER)","2025-01-10 00:00:00"
2148,"EK425","2025-01-03","Perth ","PER","Dubai ","DXB","06:00","06:08","10:34","12:42","13:10","A6-ECR","Boeing 777-31H(ER)","2025-01-10 00:00:00"
2149,"EK424","2025-01-03","Dubai ","DXB","Perth ","PER","09:15","10:03","10:03","00:06","00:10","A6-ECR","Boeing 777-31H(ER)","2025-01-10 00:00:00"
2150,"EK210","2025-01-09","Athens ","ATH","Dubai ","DXB","18:00","00:04","8:44","15:47","00:25","A6-ECS","Boeing 777-31H(ER)","2025-01-10 00:00:00"
2152,"EK209","2025-01-08","Athens ","ATH","New York ","EWR","17:10","12:06","4:43","14:49","21:10","A6-ECS","Boeing 777-31H(ER)","2025-01-10 00:00:00"
2154,"EK509","2025-01-07","Mumbai ","BOM","Dubai ","DXB","22:00","22:16","2:40","23:26","23:55","A6-ECS","Boeing 777-31H(ER)","2025-01-10 00:00:00"
2155,"EK508","2025-01-07","Dubai ","DXB","Mumbai ","BOM","15:40","16:02","2:26","19:58","20:25","A6-ECS","Boeing 777-31H(ER)","2025-01-10 00:00:00"
2156,"EK978","2025-01-07","Tehran ","IKA","Dubai ","DXB","11:05","11:16","1:57","13:43","13:40","A6-ECS","Boeing 777-31H(ER)","2025-01-10 00:00:00"
2157,"EK977","2025-01-07","Dubai ","DXB","Tehran ","IKA","07:50","08:23","1:42","09:35","09:40","A6-ECS","Boeing 777-31H(ER)","2025-01-10 00:00:00"
2158,"EK210","2025-01-06","Athens ","ATH","Dubai ","DXB","18:00","23:51","8:52","15:42","00:25","A6-ECS","Boeing 777-31H(ER)","2025-01-10 00:00:00"
2160,"EK209","2025-01-05","Athens ","ATH","New York ","EWR","17:10","11:57","4:49","14:46","21:10","A6-ECS","Boeing 777-31H(ER)","2025-01-10 00:00:00"
2162,"EK784","2025-01-04","Lagos ","LOS","Dubai ","DXB","17:55","18:15","6:36","03:51","04:10","A6-ECS","Boeing 777-31H(ER)","2025-01-10 00:00:00"
2163,"EK783","2025-01-04","Dubai ","DXB","Lagos ","LOS","10:30","10:55","8:04","15:59","16:10","A6-ECS","Boeing 777-31H(ER)","2025-01-10 00:00:00"
2164,"EK585","2025-01-03","Dhaka ","DAC","Dubai ","DXB","01:00","01:11","5:03","04:14","04:25","A6-ECS","Boeing 777-31H(ER)","2025-01-10 00:00:00"
2165,"EK584","2025-01-03","Dubai ","DXB","Dhaka ","DAC","16:45","17:04","4:02","23:06","23:00","A6-ECS","Boeing 777-31H(ER)","2025-01-10 00:00:00"
2166,"EK979","2025-01-10","Dubai ","DXB","Tehran ","IKA","15:00","15:42","1:48","17:00","16:50","A6-ECT","Boeing 777-31H(ER)","2025-01-10 00:00:00"
2167,"EK651","2025-01-10","Colombo ","CMB","Dubai ","DXB","09:55","10:17","4:10","12:57","12:55","A6-ECT","Boeing 777-31H(ER)","2025-01-10 00:00:00"
2168,"EK650","2025-01-09","Dubai ","DXB","Colombo ","CMB","02:40","02:56","3:44","08:10","08:25","A6-ECT","Boeing 777-31H(ER)","2025-01-10 00:00:00"
2169,"EK818","2025-01-09","Riyadh ","RUH","Dubai ","DXB","20:20","20:33","1:27","23:00","23:30","A6-ECT","Boeing 777-31H(ER)","2025-01-10 00:00:00"
2170,"EK817","2025-01-09","Dubai ","DXB","Riyadh ","RUH","17:45","18:07","1:28","18:35","18:50","A6-ECT","Boeing 777-31H(ER)","2025-01-10 00:00:00"
2171,"EK309","2025-01-08","Beijing ","PEK","Dubai ","DXB","06:50","07:01","8:16","11:17","11:40","A6-ECT","Boeing 777-31H(ER)","2025-01-10 00:00:00"
2172,"EK308","2025-01-08","Dubai ","DXB","Beijing ","PEK","11:00","11:45","6:59","22:44","22:30","A6-ECT","Boeing 777-31H(ER)","2025-01-10 00:00:00"
2173,"EK607","2025-01-07","Karachi ","KHI","Dubai ","DXB","03:00","03:10","1:50","04:00","04:15","A6-ECT","Boeing 777-31H(ER)","2025-01-10 00:00:00"
2174,"EK606","2025-01-07","Dubai ","DXB","Karachi ","KHI","22:00","22:33","1:30","01:03","01:10","A6-ECT","Boeing 777-31H(ER)","2025-01-10 00:00:00"
2175,"EK840","2025-01-07","Bahrain ","BAH","Dubai ","DXB","17:45","17:53","1:04","19:57","20:00","A6-ECT","Boeing 777-31H(ER)","2025-01-10 00:00:00"
2176,"EK839","2025-01-07","Dubai ","DXB","Bahrain ","BAH","16:00","16:29","0:59","16:27","16:20","A6-ECT","Boeing 777-31H(ER)","2025-01-10 00:00:00"
2177,"EK345","2025-01-07","Kuala Lumpur ","KUL","Dubai ","DXB","10:15","11:19","6:35","13:55","13:20","A6-ECT","Boeing 777-31H(ER)","2025-01-10 00:00:00"
2178,"EK344","2025-01-06","Dubai ","DXB","Kuala Lumpur ","KUL","21:35","22:35","6:15","08:49","08:30","A6-ECT","Boeing 777-31H(ER)","2025-01-10 00:00:00"
2179,"EK345","2025-01-06","Kuala Lumpur ","KUL","Dubai ","DXB","10:15","11:54","6:29","14:22","13:20","A6-ECT","Boeing 777-31H(ER)","2025-01-10 00:00:00"
2180,"EK344","2025-01-05","Dubai ","DXB","Kuala Lumpur ","KUL","21:35","23:19","6:05","09:24","08:30","A6-ECT","Boeing 777-31H(ER)","2025-01-10 00:00:00"
2181,"EK980","2025-01-05","Tehran ","IKA","Dubai ","DXB","18:40","19:04","1:51","21:25","21:20","A6-ECT","Boeing 777-31H(ER)","2025-01-10 00:00:00"
2182,"EK979","2025-01-05","Dubai ","DXB","Tehran ","IKA","15:00","15:31","1:49","16:50","16:50","A6-ECT","Boeing 777-31H(ER)","2025-01-10 00:00:00"
2183,"EK345","2025-01-05","Kuala Lumpur ","KUL","Dubai ","DXB","10:15","10:36","6:28","13:04","13:20","A6-ECT","Boeing 777-31H(ER)","2025-01-10 00:00:00"
2184,"EK344","2025-01-04","Dubai ","DXB","Kuala Lumpur ","KUL","21:35","22:11","6:16","08:28","08:30","A6-ECT","Boeing 777-31H(ER)","2025-01-10 00:00:00"
2185,"EK220","2025-01-04","Orlando ","MCO","Dubai ","DXB","20:20","20:53","12:46","18:39","19:10","A6-ECT","Boeing 777-31H(ER)","2025-01-10 00:00:00"
2186,"EK219","2025-01-02","Dubai ","DXB","Orlando ","MCO","03:05","03:46","15:33","10:19","10:20","A6-ECT","Boeing 777-31H(ER)","2025-01-10 00:00:00"
2187,"EK332","2025-01-09","Dubai ","DXB","Manila ","MNL","03:40","04:37","7:24","16:00","15:55","A6-ECU","Boeing 777-31H(ER)","2025-01-10 00:00:00"
2188,"EK82","2025-01-09","Lyon ","LYS","Dubai ","DXB","14:40","15:08","5:50","23:58","23:59","A6-ECU","Boeing 777-31H(ER)","2025-01-10 00:00:00"
2189,"EK81","2025-01-09","Dubai ","DXB","Lyon ","LYS","08:35","09:14","6:39","12:53","12:50","A6-ECU","Boeing 777-31H(ER)","2025-01-10 00:00:00"
2190,"EK363","2025-01-08","Guangzhou ","CAN","Dubai ","DXB","00:15","00:46","8:29","05:15","05:10","A6-ECU","Boeing 777-31H(ER)","2025-01-10 00:00:00"
2191,"EK362","2025-01-08","Dubai ","DXB","Guangzhou ","CAN","10:50","11:27","6:06","21:32","21:45","A6-ECU","Boeing 777-31H(ER)","2025-01-10 00:00:00"
2192,"EK797","2025-01-07","Dakar ","DSS","Dubai ","DXB","18:35","08:34","9:57","14:31","07:50","A6-ECU","Boeing 777-31H(ER)","2025-01-10 00:00:00"
2195,"EK118","2025-01-06","Istanbul ","IST","Dubai ","DXB","23:40","00:05","3:54","04:59","04:55","A6-ECU","Boeing 777-31H(ER)","2025-01-10 00:00:00"
2196,"EK117","2025-01-06","Dubai ","DXB","Istanbul ","IST","17:45","17:58","4:11","21:08","21:55","A6-ECU","Boeing 777-31H(ER)","2025-01-10 00:00:00"
2197,"EK333","2025-01-04","Manila ","MNL","Dubai ","DXB","17:30","17:48","9:06","22:54","23:05","A6-ECU","Boeing 777-31H(ER)","2025-01-10 00:00:00"
2198,"EK332","2025-01-03","Dubai ","DXB","Manila ","MNL","03:40","04:10","7:30","15:40","15:55","A6-ECU","Boeing 777-31H(ER)","2025-01-10 00:00:00"
2199,"EK333","2025-01-03","Manila ","MNL","Dubai ","DXB","17:30","18:31","8:44","23:15","23:05","A6-ECU","Boeing 777-31H(ER)","2025-01-10 00:00:00"
2200,"EK757","2025-01-10","Dubai ","DXB","Algiers ","ALG","08:10","09:19","6:52","13:11","12:40","A6-ECV","Boeing 777-31H(ER)","2025-01-10 00:00:00"
2201,"EK758","2025-01-09","Algiers ","ALG","Dubai ","DXB","15:40","16:25","5:41","01:06","01:10","A6-ECV","Boeing 777-31H(ER)","2025-01-10 00:00:00"
2202,"EK757","2025-01-09","Dubai ","DXB","Algiers ","ALG","08:10","08:47","6:52","12:39","12:40","A6-ECV","Boeing 777-31H(ER)","2025-01-10 00:00:00"
2203,"EK867","2025-01-09","Muscat ","MCT","Dubai ","DXB","04:55","05:16","0:48","06:05","06:10","A6-ECV","Boeing 777-31H(ER)","2025-01-10 00:00:00"
2204,"EK866","2025-01-08","Dubai ","DXB","Muscat ","MCT","02:30","02:56","0:45","03:41","03:45","A6-ECV","Boeing 777-31H(ER)","2025-01-10 00:00:00"
2205,"EK567","2025-01-08","Bengaluru ","BLR","Dubai ","DXB","20:20","21:03","3:32","23:06","23:00","A6-ECV","Boeing 777-31H(ER)","2025-01-10 00:00:00"
3263,"EK379","2025-01-04","Phuket ","HKT","Dubai ","DXB","19:05","19:21","6:23","22:44","22:45","A6-EPD","Boeing 777-31H(ER)","2025-01-10 00:00:00"
2206,"EK566","2025-01-08","Dubai ","DXB","Bengaluru ","BLR","13:35","14:23","3:05","18:58","18:35","A6-ECV","Boeing 777-31H(ER)","2025-01-10 00:00:00"
2207,"EK858","2025-01-07","Kuwait City ","KWI","Dubai ","DXB","17:45","18:03","1:17","20:20","20:30","A6-ECV","Boeing 777-31H(ER)","2025-01-10 00:00:00"
2208,"EK857","2025-01-07","Dubai ","DXB","Kuwait City ","KWI","14:45","15:26","1:22","15:48","15:45","A6-ECV","Boeing 777-31H(ER)","2025-01-10 00:00:00"
2209,"EK651","2025-01-07","Colombo ","CMB","Dubai ","DXB","09:55","10:36","4:15","13:22","12:55","A6-ECV","Boeing 777-31H(ER)","2025-01-10 00:00:00"
2210,"EK650","2025-01-06","Dubai ","DXB","Colombo ","CMB","02:40","03:29","3:41","08:40","08:25","A6-ECV","Boeing 777-31H(ER)","2025-01-10 00:00:00"
2211,"EK110","2025-01-06","Larnaca ","LCA","Dubai ","DXB","19:20","15:01","2:05","18:05","01:00","A6-ECV","Boeing 777-31H(ER)","2025-01-10 00:00:00"
2213,"EK109","2025-01-06","Larnaca ","LCA","Malta ","MLA","11:25","07:56","3:48","09:44","13:15","A6-ECV","Boeing 777-31H(ER)","2025-01-10 00:00:00"
